Tag	Type	ID	TPRX2P	LHX8	FOXQ1	PAX9	EGR2	ELK3	ETV5	FOXI1	KLF3	LHX4	ETV4	TLX3	PAX2	SOX10	PAX7	SP7	KLF12	HOXB2	ERG	ETS1	VSX1	GCM1	HNF1B	PAX6	IRF9	TBXT	FOXJ2	TBX21
TCGA-C8-A12P-01	Reproductive	TCGA-C8-A12P-01	-9.9658	1.3051	-2.6349	3.2617	1.2394	3.8521	2.5011	-4.2934	3.6771	-1.9379	4.2457	-9.9658	-3.6259	-9.9658	-9.9658	-5.0116	1.2023	2.6624	1.7660	4.5034	-6.5064	-9.9658	-6.5064	0.0718	6.5526	-4.0350	3.2707	-1.4305
TCGA-E2-A14N-01	Reproductive	TCGA-E2-A14N-01	-9.9658	-2.8262	-5.0116	1.3283	1.1641	3.1112	2.3981	4.5510	3.2811	-3.6259	0.9191	-4.2934	-9.9658	5.3424	-9.9658	-9.9658	1.1250	0.3231	-0.9686	5.0414	-4.6082	-5.5735	-9.9658	-1.6394	6.5316	-5.5735	3.4477	-1.1811
TCGA-GM-A2DO-01	Reproductive	TCGA-GM-A2DO-01	-9.9658	-9.9658	-9.9658	0.0990	1.9638	3.7593	1.3623	0.0014	2.5683	-2.2447	-0.9971	-9.9658	-6.5064	-0.3940	-9.9658	-9.9658	1.5854	1.0847	0.8883	6.2103	-4.6082	-2.1140	-2.8262	-1.9942	7.4187	-3.3076	2.3981	1.8801
TCGA-AR-A0U0-01	Reproductive	TCGA-AR-A0U0-01	-9.9658	-0.8863	-0.7834	-0.2498	1.9377	3.8002	3.3235	2.9319	4.5650	-2.1779	2.5804	-9.9658	-5.5735	-9.9658	-3.3076	-9.9658	-0.2498	4.3162	1.3735	4.7672	-6.5064	-6.5064	-9.9658	0.7999	7.0751	-5.0116	2.8158	1.0293
TCGA-E2-A14R-01	Reproductive	TCGA-E2-A14R-01	-9.9658	-4.6082	0.7664	0.5763	1.9034	2.9911	1.9749	-3.6259	3.4648	-3.8160	2.5462	0.1519	-9.9658	7.3138	-9.9658	-6.5064	-0.4921	0.6050	0.1648	3.2885	-3.3076	-4.2934	-9.9658	-3.3076	7.6749	-5.5735	2.5780	-0.4719
TCGA-D8-A1JU-01	Reproductive	TCGA-D8-A1JU-01	-9.9658	-5.0116	-2.1140	1.2147	4.1368	5.5699	3.5199	2.2513	4.4938	-1.5522	-0.3752	-9.9658	-1.9379	1.6649	-9.9658	-5.0116	2.2268	4.3758	3.8054	5.5741	-3.3076	-3.4580	-9.9658	-0.8599	6.4697	-5.5735	3.5851	-0.7346
TCGA-B6-A0I1-01	Reproductive	TCGA-B6-A0I1-01	-9.9658	-9.9658	-2.3884	-0.4521	-0.1665	2.8641	2.6715	3.5547	2.1313	-2.3884	3.8126	-9.9658	-5.0116	6.4264	-3.3076	-5.0116	-1.3548	1.9786	-1.5522	2.8137	-4.6082	-6.5064	-6.5064	-0.8863	5.3420	-6.5064	2.5876	-4.2934
TCGA-E2-A1AZ-01	Reproductive	TCGA-E2-A1AZ-01	-9.9658	-2.9324	-1.6394	-2.8262	5.5586	4.8625	3.8501	4.8105	3.4856	0.0300	4.2973	-9.9658	-5.5735	0.8805	-2.9324	-9.9658	2.7227	2.3508	2.6371	6.0854	-1.0862	-4.6082	-9.9658	-1.6850	7.0020	-9.9658	4.3306	0.1519
TCGA-D8-A1JB-01	Reproductive	TCGA-D8-A1JB-01	-9.9658	-4.6082	-5.5735	1.7954	4.6416	5.3751	3.2389	2.6325	4.7253	-1.7322	1.8957	-9.9658	-0.3940	4.5826	-6.5064	-4.6082	2.4883	3.8847	3.0619	5.8025	-5.5735	-2.7274	-5.0116	-0.7588	7.4569	-9.9658	3.4277	1.0847
TCGA-A1-A0SB-01	Reproductive	TCGA-A1-A0SB-01	-9.9658	-9.9658	1.2147	2.5437	6.8323	3.2856	4.6376	3.2080	4.5814	-1.1811	2.9319	-4.6082	-9.9658	7.4915	-9.9658	-9.9658	2.4805	1.6964	1.1316	3.3047	-9.9658	-5.5735	-6.5064	-1.4305	3.8501	-9.9658	3.8033	-4.6082
TCGA-AC-A8OS-01	Reproductive	TCGA-AC-A8OS-01	-9.9658	-5.5735	-1.9379	1.5902	3.9108	5.2021	2.1180	4.7474	4.3667	-0.9686	0.3231	-9.9658	-2.1140	2.1080	-9.9658	-9.9658	1.5758	4.5577	3.4237	5.2354	-9.9658	0.5170	-5.0116	-1.3548	6.6950	-5.0116	3.3293	0.0990
TCGA-BH-A0DD-01	Reproductive	TCGA-BH-A0DD-01	-9.9658	-5.5735	-3.0469	2.4332	1.8722	4.4128	1.9786	-6.5064	4.1954	-0.2845	4.0366	-9.9658	-2.4659	-9.9658	-1.5522	-4.0350	1.3846	4.9444	1.1316	3.7909	-2.0529	-1.9942	-9.9658	-1.2828	7.6688	-9.9658	3.6289	-1.3183
TCGA-E9-A1R6-01	Reproductive	TCGA-E9-A1R6-01	-9.9658	-5.5735	-3.3076	2.2051	0.5271	3.8491	2.2543	-1.1811	3.7867	-1.5105	1.0151	-9.9658	-0.8863	-9.9658	-9.9658	-3.4580	0.8488	2.0604	1.5661	3.4817	-9.9658	-3.4580	-5.5735	-1.0862	6.8630	-9.9658	3.8541	-2.9324
TCGA-A7-A26J-01	Reproductive	TCGA-A7-A26J-01	-9.9658	-7.85034953677	-2.01353104927	0.983793685684	1.4808129856	4.22941361548	2.36951171015	1.01033649947	4.05640523707	0.896102958186	0.998334601846	-9.9658	-3.12864652665	0.116793823628	-7.02723078856	-5.3608865101	1.81325925986	4.27308661772	1.42277492833	4.65315328052	-7.02721645241	-5.57345714939	-9.9658	-1.37956720519	6.69456846059	-9.9658	3.12227297492	-2.89613235257
TCGA-AO-A1KP-01	Reproductive	TCGA-AO-A1KP-01	-9.9658	-3.8160	-2.8262	4.6112	2.7095	3.4088	0.5271	-5.5735	3.9374	-0.7346	2.9729	-9.9658	1.5415	-5.0116	-9.9658	-3.3076	0.4447	6.7279	-0.2328	2.7444	-3.4580	-1.7809	-6.5064	-0.4921	6.7887	-9.9658	3.6207	-6.5064
TCGA-BH-A18M-01	Reproductive	TCGA-BH-A18M-01	-9.9658	-9.9658	-1.9379	0.8082	4.6381	4.9773	3.0757	4.1376	4.4297	-1.5105	0.4447	-9.9658	-1.8314	2.7742	-5.5735	-9.9658	1.7912	3.0163	3.3119	5.0113	-5.0116	-4.0350	-9.9658	-0.7588	7.3017	-9.9658	3.6207	-1.0862
TCGA-AR-A5QP-01	Reproductive	TCGA-AR-A5QP-01	-9.9658	-4.6082	-0.6643	1.3051	4.6685	4.3667	2.7139	2.6873	4.0696	-1.9379	2.0776	-9.9658	-0.4131	4.8294	-9.9658	-4.6082	0.9115	6.1889	2.1734	4.2631	-4.2934	-4.2934	-4.6082	-0.9971	5.5179	-9.9658	2.9507	-1.3548
TCGA-A7-A6VY-01	Reproductive	TCGA-A7-A6VY-01	-9.9658	-1.9942	1.1641	-6.5064	3.1112	3.8905	2.8799	4.5874	3.1112	-2.8262	3.8601	-9.9658	-4.6082	5.5865	-9.9658	-9.9658	0.1903	2.3280	0.3115	4.2899	-2.8262	-5.5735	-4.2934	2.6533	6.4355	-9.9658	3.5424	0.3115
TCGA-B6-A0X1-01	Reproductive	TCGA-B6-A0X1-01	-9.9658	1.0779	0.0440	-1.5951	2.0254	4.0696	4.2274	4.5448	3.6928	-1.0262	3.0092	1.2875	-6.5064	2.7336	-6.5064	-9.9658	0.0014	0.7146	0.7233	4.3723	-2.6349	-5.5735	-9.9658	5.7999	6.9680	-3.0469	4.9561	0.7058
TCGA-EW-A1PH-01	Reproductive	TCGA-EW-A1PH-01	-9.9658	-2.9324	1.3846	1.3397	3.1475	4.0918	2.4412	-2.1140	4.2235	-3.3076	3.5387	-2.3884	-6.5064	6.0153	-5.0116	-3.8160	1.3511	2.6602	2.6161	4.3841	0.5069	-5.5735	-6.5064	-2.1140	8.2696	-9.9658	3.1294	-1.0862
TCGA-E9-A1R4-01	Reproductive	TCGA-E9-A1R4-01	-9.9658	-2.3147	-2.9324	0.9038	2.2452	4.5748	3.2841	5.1400	4.2088	0.2522	-0.7108	-9.9658	-1.3548	-1.0559	-6.5064	-9.9658	2.0254	2.5338	2.6232	4.8861	-9.9658	-4.0350	-9.9658	2.4883	8.3683	-6.5064	2.7422	0.5271
TCGA-AR-A1AI-01	Reproductive	TCGA-AR-A1AI-01	-9.9658	-4.6082	-2.7274	-6.5064	2.6715	3.6635	1.4441	1.3397	3.2692	-0.9971	3.6006	-9.9658	-5.5735	6.2153	-9.9658	-9.9658	1.2815	0.5666	0.1124	5.0850	-4.0350	-6.5064	-9.9658	-2.7274	5.8518	-5.0116	3.0428	0.5666
TCGA-E2-A10B-01	Reproductive	TCGA-E2-A10B-01	-9.9658	-3.6259	-2.2447	1.1641	1.6374	4.9180	2.7910	4.6165	4.5374	-1.1172	2.9090	-9.9658	-1.5951	0.2277	-3.1714	-6.5064	1.5064	4.2533	2.1798	4.5479	-4.6082	-4.0350	-6.5064	-0.8339	7.4760	-9.9658	4.2350	-0.9132
TCGA-LL-A6FR-01	Reproductive	TCGA-LL-A6FR-01	-9.9658	-3.8160	-1.3921	-1.7809	0.4865	2.9966	3.7877	3.3952	2.2663	-4.0350	5.2219	-1.1172	-9.9658	5.8652	-3.4580	-2.7274	-0.5332	2.7594	-1.3183	2.1247	-3.1714	-9.9658	-5.0116	0.0718	6.3834	-9.9658	1.5709	-5.0116
TCGA-LL-A6FP-01	Reproductive	TCGA-LL-A6FP-01	-9.9658	-3.6259	-5.5735	1.5316	-1.7322	2.4252	0.6880	3.5461	2.5780	-3.6259	3.9599	-9.9658	0.4447	-1.4699	-1.7809	-9.9658	-1.1172	6.2679	-0.3022	1.3735	-4.6082	-4.6082	-9.9658	-1.7809	4.2017	-9.9658	2.2082	-5.0116
TCGA-BH-A0EB-01	Reproductive	TCGA-BH-A0EB-01	-9.9658	-9.9658	-1.9942	-0.2845	1.1897	4.6485	3.2915	2.6873	3.8421	-2.5479	0.0854	-9.9658	-3.3076	0.9419	-9.9658	-9.9658	1.4756	4.6798	2.4727	4.7533	-3.8160	-3.8160	-6.5064	-1.8836	6.9657	-9.9658	3.0498	-1.4699
TCGA-A2-A4S1-01	Reproductive	TCGA-A2-A4S1-01	-9.9658	-9.9658	-5.0116	-1.4699	-0.4719	4.4503	4.8228	-9.9658	3.7017	-3.6259	1.7446	-9.9658	-4.6082	-9.9658	-5.5735	7.0394	0.4016	4.1019	1.6695	4.4297	-9.9658	-5.5735	-2.8262	-3.0469	6.4783	-9.9658	2.4144	-1.2142
TCGA-BH-A209-01	Reproductive	TCGA-BH-A209-01	-9.9658	-5.0116	-5.5735	2.3677	2.1476	3.9089	2.0604	-5.0116	3.5136	-1.2828	-0.0425	-9.9658	-9.9658	-9.9658	-6.5064	-9.9658	0.6969	4.5868	1.8524	5.4608	-5.0116	-1.0559	-5.5735	-2.4659	7.6695	-6.5064	3.1393	1.5013
TCGA-EW-A1IX-01	Reproductive	TCGA-EW-A1IX-01	-9.9658	-2.8262	-1.3548	4.1019	5.1776	5.2192	3.5098	4.4874	4.1244	-0.5973	1.9822	-9.9658	-0.4719	0.8327	-9.9658	-5.5735	2.5828	6.1060	3.1717	5.1819	-1.3183	-2.3147	-9.9658	0.2029	6.0661	-9.9658	3.9673	-2.5479
TCGA-AR-A0TQ-01	Reproductive	TCGA-AR-A0TQ-01	-9.9658	-6.5064	-4.0350	2.3135	3.5411	4.3421	1.5514	2.6533	4.2736	-1.2481	0.2762	-9.9658	-2.0529	0.6425	-6.5064	-5.5735	1.5514	3.9280	2.4883	5.3982	-4.2934	-6.5064	-5.5735	-2.3884	8.8541	-9.9658	3.6254	-0.1187
TCGA-E2-A14T-01	Reproductive	TCGA-E2-A14T-01	-9.9658	-4.0350	-6.5064	-2.7274	2.9375	3.5187	1.4011	2.9356	3.5851	-1.6850	0.5370	-9.9658	-0.0425	0.2154	-6.5064	-5.5735	0.7493	6.5209	1.2696	3.6042	-1.9379	-6.5064	-3.8160	-1.1172	5.7931	-9.9658	3.4344	-2.5479
TCGA-A2-A04Q-01	Reproductive	TCGA-A2-A04Q-01	-9.9658	-9.9658	-1.1488	-0.9686	2.7422	3.9506	2.8622	-0.3940	2.9857	-2.1779	1.4652	-9.9658	-9.9658	1.7316	-9.9658	-6.5064	0.6880	3.3925	1.0711	5.2107	-5.5735	-4.0350	-6.5064	1.5415	6.3334	-9.9658	3.1129	1.5115
TCGA-A8-A08O-01	Reproductive	TCGA-A8-A08O-01	-9.9658	-9.9658	-0.4521	2.1147	2.2391	4.8324	2.6371	0.3573	4.6183	0.0158	2.7444	-9.9658	0.4552	2.7931	-9.9658	-9.9658	2.2360	2.8482	2.5828	5.0251	-5.5735	-3.6259	-4.2934	-0.6873	6.0822	-9.9658	3.7378	-3.0469
TCGA-BH-A0BF-01	Reproductive	TCGA-BH-A0BF-01	-9.9658	-6.5064	-2.4659	1.5266	2.6647	4.6753	2.9243	-2.1779	3.9070	0.0158	0.8082	-9.9658	-4.6082	-2.2447	2.1638	-9.9658	1.4808	3.8461	2.0912	5.3042	-3.4580	-5.0116	-6.5064	-1.8314	7.5228	-9.9658	2.8779	1.0711
TCGA-BH-A1F6-01	Reproductive	TCGA-BH-A1F6-01	-9.9658	-3.8160	-2.5479	0.8726	3.5324	3.7335	2.8240	-0.3201	3.7345	-3.0469	3.4384	0.2400	-5.0116	6.2034	0.8883	-9.9658	-0.1031	3.1653	1.2209	5.3657	-5.0116	-5.0116	-9.9658	0.0854	5.8548	-4.6082	3.0619	-0.0574
TCGA-E2-A1IH-01	Reproductive	TCGA-E2-A1IH-01	-9.9658	-0.6193	-2.6349	1.5415	4.9566	5.3678	2.8522	-5.5735	4.0722	-1.9942	1.3283	-9.9658	-0.3940	-9.9658	-5.0116	-6.5064	2.4090	5.7703	2.8858	5.4290	-9.9658	0.5859	-6.5064	-0.1828	6.4084	-9.9658	3.1955	0.4125
TCGA-AC-A2B8-01	Reproductive	TCGA-AC-A2B8-01	-9.9658	-2.3147	-2.6349	3.2313	3.8085	5.2619	3.5161	0.2998	4.3576	0.2154	1.4174	-9.9658	-1.3548	-0.0425	-6.5064	-6.5064	2.8681	4.9350	3.7888	5.5383	-4.2934	-4.2934	-9.9658	-1.3548	7.1462	-9.9658	3.5224	-0.1993
TCGA-B6-A0IQ-01	Reproductive	TCGA-B6-A0IQ-01	-9.9658	-9.9658	0.7233	-5.0116	5.4980	2.1766	3.8973	5.4121	1.7995	-1.3548	5.0674	-6.5064	-6.5064	6.2283	-9.9658	-5.5735	1.2875	0.0718	-0.3940	3.3163	-6.5064	-5.5735	-6.5064	-2.3147	5.5970	-6.5064	2.2421	-1.4305
TCGA-AR-A24M-01	Reproductive	TCGA-AR-A24M-01	-9.9658	-3.8160	-2.1140	1.0503	1.6604	5.5865	3.7982	2.8602	5.4880	-1.1172	2.6940	-9.9658	-0.6193	2.9450	-5.5735	-9.9658	2.3423	6.6190	2.8014	5.0592	-1.0559	-3.1714	-9.9658	-1.7809	6.7145	-9.9658	3.2435	-3.8160
TCGA-AC-A2FO-01	Reproductive	TCGA-AC-A2FO-01	-9.9658	-3.6259	-9.9658	2.1147	4.5952	5.2346	2.8622	3.3464	4.2312	-1.9379	0.7579	-9.9658	1.6830	2.1280	-9.9658	-4.6082	1.9749	2.9692	3.3938	6.0222	-4.0350	-5.0116	-6.5064	-1.1172	7.8357	-9.9658	3.0376	0.4233
TCGA-AR-A5QQ-01	Reproductive	TCGA-AR-A5QQ-01	-9.9658	-3.6259	-1.3548	0.2029	2.6325	4.8817	3.8320	-2.6349	3.1261	-4.6082	4.4027	-9.9658	-4.2934	0.7748	-9.9658	-4.2934	-0.7588	4.1119	0.5271	5.1591	-9.9658	-9.9658	-5.0116	2.1734	6.6381	-5.0116	2.3843	-0.1828
TCGA-BH-A0HU-01	Reproductive	TCGA-BH-A0HU-01	-9.9658	-9.9658	-1.8836	1.4756	0.4761	3.1733	0.6425	0.6880	3.2988	-1.1488	1.0079	-6.5064	-4.2934	-1.8836	-3.8160	-6.5064	0.3685	4.0575	0.9191	3.1829	-9.9658	-3.1714	-9.9658	-1.6850	6.6915	-9.9658	2.8779	-1.6850
TCGA-A8-A08R-01	Reproductive	TCGA-A8-A08R-01	-9.9658	-9.9658	-3.4580	1.7185	2.0325	3.8915	3.4517	1.0779	3.9412	-1.0862	3.6324	-3.0469	-1.8836	6.9758	-9.9658	-9.9658	1.6649	1.5115	2.2452	5.4864	-5.5735	-3.8160	-6.5064	3.5161	7.7852	-1.7322	3.5899	0.5859
TCGA-A1-A0SN-01	Reproductive	TCGA-A1-A0SN-01	-9.9658	-3.8160	-2.1779	3.0757	3.0944	4.6781	2.7292	-0.7108	4.7603	-1.4305	2.3788	-9.9658	0.0990	0.6425	0.0718	-9.9658	1.8643	6.0640	2.4090	5.3705	-9.9658	-6.5064	-5.5735	-2.2447	6.5856	-9.9658	3.9299	0.1388
TCGA-AC-A62X-01	Reproductive	TCGA-AC-A62X-01	-9.9658	-9.9658	-4.0350	-4.0350	4.1244	3.2841	3.9801	6.2011	3.3148	-3.3076	6.6895	0.0300	-2.0529	7.1883	-1.8314	-3.6259	-0.5543	1.7912	0.2642	2.9948	-9.9658	-3.6259	-9.9658	3.5449	9.0819	-9.9658	2.7379	-3.4580
TCGA-A8-A07I-01	Reproductive	TCGA-A8-A07I-01	-9.9658	-9.9658	-1.3921	2.2452	3.0654	4.5669	2.9802	-3.6259	4.3786	-1.1488	1.3511	-9.9658	1.8282	-0.1031	-5.5735	-3.8160	1.7097	4.4357	2.7095	5.0862	-9.9658	-4.2934	-9.9658	-0.9686	8.1879	-9.9658	3.9626	-0.6193
TCGA-A8-A07B-01	Reproductive	TCGA-A8-A07B-01	-9.9658	-9.9658	-0.8339	3.4264	-0.3383	3.2752	1.6187	-9.9658	4.1891	-1.3183	2.0465	-5.0116	0.5955	-3.4580	-9.9658	-9.9658	1.2023	0.7916	1.6234	3.7603	-9.9658	-9.9658	-1.4699	0.2154	6.5003	-9.9658	2.9948	-4.2934
TCGA-V7-A7HQ-01	Reproductive	TCGA-V7-A7HQ-01	-9.9658	-9.9658	-6.5064	2.4960	0.9862	1.8363	1.7229	4.0601	1.2394	-4.6082	2.2901	-9.9658	0.3460	-1.0262	-9.9658	-9.9658	-1.3921	2.2330	-0.8339	1.1316	-9.9658	-2.7274	-2.6349	-1.7322	5.6696	-9.9658	1.9822	-3.4580
TCGA-AR-A1AM-01	Reproductive	TCGA-AR-A1AM-01	-9.9658	-9.9658	-0.7834	2.8219	3.9403	4.6697	2.9205	0.7916	4.3456	-1.0559	3.1079	-9.9658	-1.6394	3.8360	-9.9658	-5.0116	1.7617	6.0885	2.5137	4.7242	-4.6082	-0.0277	-6.5064	-0.5756	7.1124	-9.9658	3.0515	-0.3940
TCGA-E2-A573-01	Reproductive	TCGA-E2-A573-01	-9.9658	-5.0116	1.3167	-3.0469	2.9911	4.3356	2.1247	5.3667	3.0340	-2.3147	5.0696	1.5064	-6.5064	5.8890	-9.9658	-5.0116	0.8647	1.6920	0.4967	5.0054	-5.5735	-5.5735	-6.5064	1.4704	7.0328	-9.9658	2.8877	0.8568
TCGA-E9-A2JT-01	Reproductive	TCGA-E9-A2JT-01	-9.9658	-4.2934	-3.1714	1.1184	3.1701	5.4320	2.1345	1.0503	4.2289	-0.2498	0.5955	-9.9658	-3.3076	-1.4305	0.8082	-9.9658	3.2557	3.8187	3.4277	7.4803	-5.5735	-2.8262	-3.6259	-1.1172	7.3834	-5.5735	3.5199	2.4831
TCGA-B6-A0I2-01	Reproductive	TCGA-B6-A0I2-01	-9.9658	-9.9658	1.6187	-9.9658	0.3796	1.9859	0.8246	1.8762	2.8321	-2.6349	0.0300	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-0.5973	-0.5125	-1.3921	3.3897	-9.9658	-9.9658	-6.5064	-2.3147	6.5761	-9.9658	3.2959	0.5859
TCGA-AN-A0FV-01	Reproductive	TCGA-AN-A0FV-01	-9.9658	-4.0350	-2.3147	2.1378	1.0847	3.9709	3.2096	-0.4131	3.4129	-2.0529	4.8978	-5.5735	0.4447	-0.3752	-0.2671	-9.9658	1.6920	3.3619	2.2113	4.1899	-1.5951	-2.6349	-4.0350	1.9302	6.4506	-9.9658	3.0654	-5.5735
TCGA-LL-A6FQ-01	Reproductive	TCGA-LL-A6FQ-01	-9.9658	-9.9658	-5.5735	-1.9942	1.6045	2.6090	1.2023	-0.4521	2.0638	-6.5064	-0.7834	-6.5064	0.8164	-0.8084	-9.9658	-9.9658	-0.9132	6.1685	-0.0725	1.1447	-3.4580	-6.5064	-9.9658	-1.8836	6.4224	-9.9658	1.8762	-3.6259
TCGA-W8-A86G-01	Reproductive	TCGA-W8-A86G-01	-9.9658	-6.5064	-1.0862	1.2333	3.0706	3.7248	2.7161	4.3938	3.4713	-0.7108	4.9704	-9.9658	-1.5105	5.9482	-9.9658	-9.9658	0.9268	3.9515	2.0395	4.2041	-3.3076	-2.5479	-9.9658	-0.9406	6.2386	-9.9658	2.7889	-2.5479
TCGA-A2-A0SV-01	Reproductive	TCGA-A2-A0SV-01	-9.9658	-9.9658	-1.1172	-0.0725	3.1377	3.7432	2.4960	-9.9658	4.0242	-1.7809	0.6145	-9.9658	-9.9658	-5.5735	-4.6082	-9.9658	-0.0425	3.5947	1.6374	4.2001	-2.8262	-3.1714	-6.5064	-1.8314	7.0701	-9.9658	3.3163	-1.5522
TCGA-A8-A09Z-01	Reproductive	TCGA-A8-A09Z-01	-9.9658	-6.5064	-9.9658	1.7995	2.5634	3.3647	1.1447	6.7256	3.9580	-1.8314	-2.6349	-9.9658	0.7321	-9.9658	-9.9658	-9.9658	1.1897	6.5393	2.0111	4.6866	-9.9658	-4.6082	-9.9658	2.2391	6.9041	-9.9658	3.0910	-0.3940
TCGA-B6-A0X0-01	Reproductive	TCGA-B6-A0X0-01	-9.9658	-9.9658	-2.9324	3.1145	1.2147	3.0092	0.9716	4.3111	3.6635	-1.3921	3.6030	-9.9658	-2.3884	2.1766	-9.9658	-9.9658	0.7058	6.2275	1.0711	3.0842	-3.6259	-2.3884	-9.9658	-1.8836	5.3281	-9.9658	2.7742	-2.2447
TCGA-BH-A18L-01	Reproductive	TCGA-BH-A18L-01	-9.9658	-6.5064	-9.9658	0.0580	2.4035	4.3972	1.2271	2.1670	4.2025	-0.2845	1.4281	-9.9658	-2.0529	-1.9379	-5.5735	-6.5064	1.0151	7.1925	2.2901	4.1684	-0.8863	-9.9658	-9.9658	1.4228	7.8406	-5.5735	3.2572	-2.7274
TCGA-B6-A0RI-01	Reproductive	TCGA-B6-A0RI-01	-9.9658	-9.9658	-1.2481	3.0446	2.7931	4.3772	3.0688	-0.9971	4.4210	-0.5332	1.4911	-9.9658	-3.6259	-1.1811	-9.9658	-9.9658	2.1114	5.6642	1.3901	4.2427	-5.0116	-5.0116	-6.5064	-0.9406	6.3053	-9.9658	3.1129	-3.3076
TCGA-BH-A0DK-01	Reproductive	TCGA-BH-A0DK-01	-9.9658	-5.5735	-0.9132	2.1574	3.8289	4.6468	2.3898	-1.0862	3.5608	-2.7274	0.7233	-9.9658	-1.4305	2.3337	-6.5064	-9.9658	1.2815	5.7674	2.9525	6.0943	-9.9658	-3.1714	-9.9658	-2.7274	7.2787	-9.9658	2.5363	0.2762
TCGA-AN-A03Y-01	Reproductive	TCGA-AN-A03Y-01	-9.9658	-6.5064	-1.8836	3.2236	0.1124	3.0893	1.3283	-9.9658	3.0287	-0.5543	2.6510	-9.9658	-2.9324	-5.0116	-5.5735	-9.9658	-0.8084	0.5859	1.2815	3.5633	-6.5064	-4.2934	-5.5735	-2.1779	6.5644	-9.9658	2.6602	-1.2481
TCGA-A7-A3J1-01	Reproductive	TCGA-A7-A3J1-01	-9.9658	-9.9658	-0.6193	2.5900	4.1153	5.0968	3.0358	5.5653	4.7258	0.4447	3.2541	-9.9658	1.9786	1.0079	-5.5735	-5.5735	2.1670	5.1256	3.7603	5.6534	-3.8160	-1.5105	-6.5064	-1.4699	8.2180	-9.9658	4.2548	1.0573
TCGA-A2-A0YI-01	Reproductive	TCGA-A2-A0YI-01	-9.9658	-9.9658	-2.6349	1.5806	3.1409	5.2563	3.8739	2.1541	4.7898	-0.3566	0.8805	-9.9658	-3.6259	1.3225	-9.9658	-5.0116	1.9149	4.8729	3.1294	5.4832	-6.5064	-4.6082	-5.5735	-1.2828	6.5412	-9.9658	3.7688	0.2277
TCGA-E2-A1B4-01	Reproductive	TCGA-E2-A1B4-01	-9.9658	-9.9658	-2.1779	1.9264	0.5859	3.3047	1.3623	4.1425	2.8701	-2.1140	2.2482	-9.9658	0.9115	2.2051	-9.9658	-9.9658	1.2023	4.8645	0.7916	2.8681	-1.4305	1.2333	-9.9658	-1.3548	5.7176	-9.9658	2.6693	-3.3076
TCGA-E2-A14X-01	Reproductive	TCGA-E2-A14X-01	-9.9658	-6.5064	-5.5735	-1.9379	2.8260	4.2056	2.1925	3.6782	4.3562	-1.7322	4.2654	-9.9658	-6.5064	6.7994	0.4967	-9.9658	1.2992	2.0465	2.2330	5.2880	-5.0116	-6.5064	-9.9658	6.3764	5.8362	-3.3076	3.1129	0.0158
TCGA-AO-A03P-01	Reproductive	TCGA-AO-A03P-01	-9.9658	-9.9658	-9.9658	0.6517	1.0151	4.1506	0.9862	1.2209	3.2722	-2.7274	1.5216	-9.9658	-5.0116	-9.9658	-9.9658	-5.5735	0.2642	1.0983	1.2696	3.7204	-4.6082	-3.4580	-9.9658	-1.8314	7.3493	-9.9658	2.7551	-3.1714
TCGA-JL-A3YW-01	Reproductive	TCGA-JL-A3YW-01	-9.9658	-0.6643	-0.8863	1.7995	3.0038	4.4803	3.2189	-2.0529	3.6148	-2.9324	2.2693	1.8078	-1.2142	-9.9658	-0.3752	-4.6082	0.1648	3.8002	2.3953	4.6899	-5.5735	-5.5735	-6.5064	-0.7588	6.0457	-9.9658	2.6533	-0.2159
TCGA-AN-A0XO-01	Reproductive	TCGA-AN-A0XO-01	-9.9658	-4.2934	-0.6643	2.0810	1.5465	3.5187	1.5806	0.4761	4.1931	-1.7322	2.4597	-9.9658	-0.7834	1.2636	3.5959	-6.5064	1.8282	5.3765	1.6604	4.0670	-5.0116	-3.1714	-9.9658	-1.2481	5.5850	-9.9658	3.3717	-5.0116
TCGA-B6-A1KN-01	Reproductive	TCGA-B6-A1KN-01	-9.9658	-2.8262	-2.6349	3.0199	2.2573	5.0000	2.0004	-1.5951	5.0374	-0.1187	3.2065	-9.9658	-0.4921	1.7617	2.6715	-9.9658	0.6608	4.6323	2.5462	5.0431	-9.9658	-5.5735	-6.5064	-2.5479	7.5680	-9.9658	3.0961	-1.8836
TCGA-AC-A6IW-01	Reproductive	TCGA-AC-A6IW-01	-9.9658	-1.2828	0.0580	-0.0877	3.9901	2.7657	3.5274	0.7999	2.8055	-2.5479	3.9108	-3.1714	-9.9658	-2.3147	-9.9658	-5.0116	-0.2845	1.3956	0.9862	4.7415	-0.9971	-5.0116	-6.5064	-2.2447	6.6656	-4.0350	3.3235	0.9493
TCGA-BH-A0HK-01	Reproductive	TCGA-BH-A0HK-01	-9.9658	-5.5735	-1.9942	3.5060	3.9346	4.1449	1.0433	-6.5064	3.5547	-1.4305	1.4600	-3.4580	-6.5064	-2.6349	-9.9658	-9.9658	0.5470	6.6329	2.6805	5.0095	-4.2934	-3.8160	-6.5064	-2.2447	4.8390	-9.9658	2.6441	-2.5479
