Tag	Type	ID	TPRX2P	LHX8	FOXQ1	PAX9	EGR2	ELK3	ETV5	FOXI1	KLF3	LHX4	ETV4	TLX3	PAX2	SOX10	PAX7	SP7	KLF12	HOXB2	ERG	ETS1	VSX1	GCM1	HNF1B	PAX6	IRF9	TBXT	FOXJ2	TBX21
TCGA-DB-A75L-01	Central Nervous	TCGA-DB-A75L-01	-9.9658	-9.9658	-0.6416	-2.4659	1.3051	2.6783	3.2389	-9.9658	3.6691	-1.2481	-1.3921	-9.9658	-3.8160	2.7487	-2.6349	-2.9324	2.7763	-1.9942	1.5465	3.6994	-2.0529	-4.6082	-6.5064	4.2404	6.0266	-9.9658	3.1604	-4.0350
TCGA-TQ-A7RH-01	Central Nervous	TCGA-TQ-A7RH-01	-9.9658	-6.5064	-1.5105	-2.7274	4.2758	3.0774	3.3206	-9.9658	3.9515	-0.8339	0.1519	-9.9658	-3.3076	3.4129	-5.0116	-3.3076	2.5996	0.4233	1.9302	4.0322	2.5511	-3.8160	-9.9658	4.4357	6.4501	-5.5735	3.3787	-2.5479
TCGA-HT-7616-01	Central Nervous	TCGA-HT-7616-01	-9.9658	-5.5735	-0.3752	-5.0116	3.5249	2.7868	5.6974	-5.5735	4.2235	-1.5522	5.0558	-9.9658	-4.2934	3.4411	-9.9658	-2.4659	2.6805	0.5955	3.3206	5.5653	-2.3884	-9.9658	-4.6082	3.2282	8.2422	-9.9658	3.2707	-1.2481
TCGA-HT-8104-01	Central Nervous	TCGA-HT-8104-01	-9.9658	-9.9658	0.8961	-4.0350	2.2931	4.2142	5.3611	-9.9658	4.5380	-1.4305	4.1482	-9.9658	-2.5479	5.7288	-3.0469	-2.9324	2.9911	-4.2934	3.3407	4.5154	-0.3022	-3.8160	-5.0116	5.3009	7.0720	-6.5064	3.3605	-3.4580
TCGA-S9-A7IY-01	Central Nervous	TCGA-S9-A7IY-01	-9.9658	-9.9658	-0.6643	-4.0350	1.5758	3.2174	5.6963	-6.5064	3.8401	-2.2447	5.3910	-9.9658	-6.5064	4.1539	-4.6082	-3.3076	2.8482	-1.2481	1.4388	4.2165	3.4490	-9.9658	-6.5064	4.5553	6.5030	-9.9658	2.7401	-4.0350
TCGA-HT-7476-01	Central Nervous	TCGA-HT-7476-01	-9.9658	-9.9658	-1.4305	-5.5735	2.2299	2.8522	3.7259	-9.9658	3.4358	-2.3147	-0.0574	-9.9658	-1.3921	2.8462	-2.5479	-2.6349	2.2206	-3.3076	2.6760	3.6440	-0.8863	-5.5735	-5.5735	3.7846	5.4864	-5.0116	3.1458	-2.9324
TCGA-DU-6394-01	Central Nervous	TCGA-DU-6394-01	-5.0116	-9.9658	-1.8314	-3.6259	4.8365	4.0782	5.1664	-9.9658	5.0820	-1.0559	2.1013	-9.9658	-1.1488	-4.6082	-6.5064	-3.3076	3.5633	-2.7274	2.5462	5.6568	-5.0116	-9.9658	-5.5735	2.7805	7.1266	-9.9658	3.7083	-2.6349
TCGA-HT-8111-01	Central Nervous	TCGA-HT-8111-01	-9.9658	-9.9658	-2.8262	-3.6259	0.6332	3.6266	3.6359	-9.9658	4.2017	-2.2447	-0.7834	-9.9658	-5.5735	6.8053	-4.2934	-1.2828	3.1717	-1.7322	1.0642	3.2049	-2.6349	-6.5064	-5.5735	4.9160	6.4819	-6.5064	3.0825	-2.3884
TCGA-P5-A5EU-01	Central Nervous	TCGA-P5-A5EU-01	-9.9658	-9.9658	-2.1779	-1.9942	3.7335	4.0144	4.3306	-9.9658	4.7082	-1.4699	1.4228	-2.7274	-9.9658	1.7009	-5.5735	-6.5064	2.5900	-3.0469	1.4808	5.6241	-6.5064	-4.2934	-5.5735	3.8289	7.0673	-9.9658	3.5111	-1.0559
TCGA-HT-A74H-01	Central Nervous	TCGA-HT-A74H-01	-9.9658	-9.9658	-2.4659	-5.5735	0.7321	3.1653	3.4304	-9.9658	3.3435	-2.9324	-0.5125	-5.0116	-2.2447	5.5753	-4.2934	-2.9324	0.6608	1.9377	0.4233	1.4494	1.3735	-6.5064	-5.5735	4.8084	5.9821	-5.5735	1.9415	-3.1714
TCGA-HT-7691-01	Central Nervous	TCGA-HT-7691-01	-9.9658	-9.9658	-1.5951	-4.2934	4.9477	4.2165	5.5233	-9.9658	4.2684	-4.6082	2.9032	-9.9658	-9.9658	6.4050	-9.9658	-3.4580	3.1028	-0.4921	1.8564	3.2002	2.9071	-9.9658	-5.5735	4.8783	6.3250	-9.9658	2.6019	-3.4580
TCGA-P5-A77W-01	Central Nervous	TCGA-P5-A77W-01	-9.9658	-9.9658	0.3573	-5.0116	-0.2498	1.9149	5.9432	-9.9658	2.8936	-1.7322	3.6532	-9.9658	-5.5735	3.4291	-9.9658	-4.0350	3.0944	-3.8160	1.9712	6.0352	-5.0116	-6.5064	-6.5064	2.1280	5.5823	-9.9658	3.1179	-4.2934
TCGA-FG-7638-01	Central Nervous	TCGA-FG-7638-01	-9.9658	-3.6259	-2.1779	-3.8160	0.2400	2.9338	6.3988	-9.9658	3.6816	-2.3147	6.1631	-9.9658	-4.2934	3.9965	-2.3147	-3.8160	2.9544	-3.1714	1.5415	4.5916	-1.6394	-6.5064	-5.0116	4.6195	5.5699	-9.9658	3.0181	-3.1714
TCGA-E1-A7YY-01	Central Nervous	TCGA-E1-A7YY-01	-9.9658	-9.9658	-0.1031	-4.0350	1.7912	1.9111	5.3906	-9.9658	3.3090	-0.8339	2.4090	-9.9658	-2.4659	4.5199	0.6332	-2.3884	2.5780	-3.6259	1.8683	3.1228	0.2762	-9.9658	-4.2934	4.4842	5.7986	-4.6082	3.8788	-5.0116
TCGA-FG-8181-01	Central Nervous	TCGA-FG-8181-01	-9.9658	-9.9658	-1.0559	-4.2934	6.1548	1.7273	5.2950	-4.6082	3.1892	-1.6394	0.3796	-9.9658	-1.1172	3.9289	0.0854	-1.9379	2.2113	-3.0469	2.3423	3.1458	0.5666	-6.5064	-5.0116	4.5916	5.6020	-5.5735	3.2282	-4.6082
TCGA-FG-A4MX-01	Central Nervous	TCGA-FG-A4MX-01	-9.9658	-9.9658	-2.9324	-3.3076	0.6699	1.7185	1.7403	-9.9658	2.1013	-5.0116	-0.9132	-9.9658	-4.0350	1.1833	-4.2934	-3.1714	1.4756	-1.9942	0.0990	2.3760	-3.8160	-9.9658	-3.6259	2.9893	5.6722	-9.9658	2.1638	-3.6259
TCGA-HT-A61A-01	Central Nervous	TCGA-HT-A61A-01	-9.9658	-9.9658	-1.9379	-3.4580	-0.7588	2.0147	4.5305	-9.9658	3.6861	-0.9686	0.1903	-9.9658	-0.8339	5.2114	-0.5543	-2.1779	2.0111	-5.5735	1.3791	2.9469	0.4447	-5.5735	-2.6349	3.8095	5.7170	-1.9379	3.1228	-2.7274
TCGA-WY-A85A-01	Central Nervous	TCGA-WY-A85A-01	-9.9658	-9.9658	-0.8339	-4.6082	2.8014	2.5852	2.9784	-9.9658	3.9060	-1.4699	-1.0262	-9.9658	-6.5064	3.3090	-4.0350	-2.5479	3.3061	-2.7274	0.9862	3.9308	-2.1140	-6.5064	-6.5064	5.1910	7.1666	-9.9658	2.9600	-2.7274
TCGA-HT-A617-01	Central Nervous	TCGA-HT-A617-01	-9.9658	-5.5735	-0.8339	-6.5064	1.9073	3.8886	4.7231	-9.9658	3.8973	-4.2934	5.5714	-9.9658	-6.5064	5.3761	-5.5735	-3.8160	1.9226	1.6420	0.8082	2.8897	1.0433	-4.6082	-9.9658	4.5522	5.8672	-9.9658	2.4359	-1.7322
TCGA-HT-A61B-01	Central Nervous	TCGA-HT-A61B-01	-9.9658	-9.9658	-5.0116	-1.9379	2.2144	3.5621	4.4250	-9.9658	3.5547	-2.3147	0.8082	-5.5735	-1.7809	4.7971	-5.0116	-2.4659	1.8801	-2.2447	1.4065	4.1277	-4.0350	-2.2447	-5.0116	2.9243	8.1845	-9.9658	3.6335	-1.9379
TCGA-DU-A6S6-01	Central Nervous	TCGA-DU-A6S6-01	-9.9658	-5.5735	0.9935	-3.6259	2.6464	1.8918	4.0858	-5.5735	3.6578	-0.9406	0.6699	-9.9658	-2.6349	2.7551	-0.9971	-1.3548	2.6962	-3.4580	1.4600	4.2220	-1.0862	-9.9658	-5.5735	4.9842	6.4983	-9.9658	3.1987	-4.2934
TCGA-S9-A6WH-01	Central Nervous	TCGA-S9-A6WH-01	-9.9658	-9.9658	-1.3183	-2.0529	0.8488	1.4962	6.7917	-9.9658	3.8700	-1.4305	4.6999	-9.9658	-0.6643	1.6281	-4.2934	-1.1172	3.2420	-1.2481	1.7702	5.9463	-1.2828	-5.0116	-3.3076	2.8482	5.6562	-9.9658	3.8340	-5.0116
TCGA-QH-A86X-01	Central Nervous	TCGA-QH-A86X-01	-9.9658	-2.4659	-1.4305	-3.6259	3.2435	1.8160	6.8919	-5.5735	4.0189	-1.2828	5.9411	-9.9658	-4.0350	1.6920	-3.8160	-1.9942	3.7443	-2.7274	0.6332	5.1433	-0.1504	-9.9658	-9.9658	4.4803	6.3236	-9.9658	3.5212	-2.6349
TCGA-HT-7611-01	Central Nervous	TCGA-HT-7611-01	-9.9658	-2.4659	-0.3752	-3.6259	2.5061	3.1765	3.4868	-9.9658	4.3378	-2.1779	-0.5332	-9.9658	-4.2934	3.8116	-6.5064	-2.8262	2.4412	-1.1488	1.3511	3.5887	-3.0469	-9.9658	-5.5735	6.3114	6.7806	-9.9658	3.5387	-4.0350
TCGA-RY-A83Y-01	Central Nervous	TCGA-RY-A83Y-01	-9.9658	-9.9658	-1.7322	-2.8262	-0.4921	1.3956	6.4954	-9.9658	3.3047	-2.4659	5.2917	-9.9658	-4.6082	2.4753	-9.9658	-1.8836	2.3308	-3.4580	1.2756	4.4169	-2.4659	-9.9658	-6.5064	2.8422	6.8347	-9.9658	2.9839	-2.6349
TCGA-DU-A5TW-01	Central Nervous	TCGA-DU-A5TW-01	-9.9658	-4.6082	-0.7346	-3.3076	0.6332	2.6395	2.2513	-9.9658	3.7193	-1.5522	0.1257	-4.6082	2.6255	2.4753	-9.9658	-3.6259	2.6533	-0.9132	0.5370	3.6961	-9.9658	-9.9658	-6.5064	4.6571	6.0392	-9.9658	3.0163	-6.5064
TCGA-FG-A713-01	Central Nervous	TCGA-FG-A713-01	-9.9658	-5.5735	-1.4305	-4.6082	0.6699	1.8036	5.0960	-4.2934	3.4291	-1.6394	2.9224	-9.9658	-5.0116	5.3548	-1.3183	-1.9942	1.8524	-3.0469	1.6512	3.6030	-0.5756	-5.0116	-5.0116	4.3611	5.5398	-4.2934	2.9013	-5.5735
TCGA-DH-5144-01	Central Nervous	TCGA-DH-5144-01	-9.9658	-9.9658	-0.0725	-2.5479	3.2811	2.2573	6.3457	-9.9658	4.2204	-2.1140	3.0020	-9.9658	-5.0116	1.1641	-9.9658	-3.1714	3.8690	-2.8262	1.7446	5.5401	-1.4305	-9.9658	-9.9658	3.9892	5.8726	-9.9658	3.6301	-1.7809
TCGA-HT-8564-01	Central Nervous	TCGA-HT-8564-01	-9.9658	-3.3076	-1.9942	0.7321	1.0151	4.0304	6.4901	-9.9658	5.4353	0.7832	2.2960	-1.1488	-0.7588	4.6142	-1.5522	-1.2481	3.8421	4.7340	1.7009	3.4700	-1.5522	-2.7274	-3.6259	4.7846	6.8533	-5.5735	4.2258	-1.6850
TCGA-QH-A65Z-01	Central Nervous	TCGA-QH-A65Z-01	-9.9658	-9.9658	-1.9379	-2.5479	2.7051	1.9822	6.5987	-9.9658	4.2548	-1.8836	5.9973	-9.9658	-6.5064	3.7825	-3.8160	-2.8262	2.5137	-2.7274	1.2271	5.1502	-1.8314	-6.5064	-6.5064	4.3527	6.5234	-9.9658	3.1939	-4.6082
TCGA-WY-A85C-01	Central Nervous	TCGA-WY-A85C-01	-9.9658	-9.9658	-1.2142	-1.5105	3.5863	2.3620	2.4412	-6.5064	3.5535	-1.8314	-0.1828	-5.0116	-1.8314	-0.4325	-5.0116	-3.6259	3.2343	-2.4659	1.9377	4.3889	-1.5105	-3.6259	-2.5479	3.6635	6.2173	-5.5735	3.1924	-2.6349
TCGA-QH-A6CZ-01	Central Nervous	TCGA-QH-A6CZ-01	-9.9658	-9.9658	-1.8314	-4.2934	2.2175	0.9789	4.3428	-9.9658	4.1103	-0.9132	0.4447	-9.9658	-5.0116	2.4090	-1.4305	-2.9324	3.1604	-2.7274	0.5955	5.2025	-1.6394	-9.9658	-9.9658	4.2825	6.8922	-4.6082	3.2511	-3.4580
TCGA-E1-A7YJ-01	Central Nervous	TCGA-E1-A7YJ-01	-5.0116	-9.9658	-1.7809	-4.0350	1.2209	3.5262	5.0054	-9.9658	3.9819	-0.8863	3.8501	-9.9658	-3.1714	5.2821	-4.6082	-4.2934	1.7185	0.3796	1.3454	3.6759	2.0500	-2.3884	-5.5735	5.1322	8.3767	-4.6082	3.3379	-2.0529
TCGA-CS-6667-01	Central Nervous	TCGA-CS-6667-01	-5.0116	-9.9658	-0.1031	-4.2934	0.0990	2.5462	2.2990	-9.9658	3.7116	-2.3884	-1.1172	-9.9658	-5.5735	1.8160	-6.5064	-3.8160	3.1572	-1.4699	2.4465	3.9599	-2.4659	-9.9658	-6.5064	5.0875	5.6716	-5.5735	3.1261	-4.0350
TCGA-DH-A7UR-01	Central Nervous	TCGA-DH-A7UR-01	-9.9658	-5.5735	1.9564	-2.8262	0.5955	3.1028	5.9088	-9.9658	3.5124	-1.2828	5.4347	-9.9658	-2.9324	2.5804	-3.8160	-2.0529	2.9224	-2.3884	3.0602	5.9584	-1.0559	-9.9658	-5.0116	3.6961	5.9067	-9.9658	3.5111	-2.7274
TCGA-DU-A5TP-01	Central Nervous	TCGA-DU-A5TP-01	-9.9658	-9.9658	-1.1811	-2.6349	5.2404	5.2913	4.6130	-9.9658	5.2913	-1.1172	-1.1811	-9.9658	-9.9658	3.7061	-4.6082	-4.0350	2.4779	-0.4325	0.8488	5.5295	-2.4659	-3.8160	-5.5735	3.7127	7.5822	-6.5064	3.5060	-1.6850
TCGA-TM-A84O-01	Central Nervous	TCGA-TM-A84O-01	-9.9658	-1.3183	0.9935	0.6145	-0.1665	3.5362	6.6521	-9.9658	4.1186	-0.5332	6.3047	-9.9658	-3.6259	7.4651	-3.8160	-3.8160	2.8622	-1.3921	2.1411	4.8350	-3.3076	-4.2934	-4.6082	4.6006	6.5222	-9.9658	2.7931	-1.8314
TCGA-E1-5304-01	Central Nervous	TCGA-E1-5304-01	-9.9658	-9.9658	-4.2934	-2.0529	1.0293	3.1620	1.0779	-9.9658	4.0127	-2.0529	-1.0262	-1.1811	-6.5064	8.8092	-3.8160	-2.1779	3.7518	-0.8599	0.3460	4.3097	-9.9658	-3.4580	-5.5735	4.6387	5.1347	-6.5064	4.6083	-2.0529
TCGA-S9-A6U0-01	Central Nervous	TCGA-S9-A6U0-01	-9.9658	-9.9658	1.6695	-9.9658	1.9073	4.2870	4.0383	-9.9658	4.3378	-2.3884	3.4713	-9.9658	-9.9658	4.8309	-9.9658	-4.0350	2.7465	1.3454	4.0610	6.0590	-2.8262	-9.9658	-9.9658	4.4101	6.8236	-9.9658	2.8897	0.4233
TCGA-S9-A7QY-01	Central Nervous	TCGA-S9-A7QY-01	-9.9658	-6.5064	-2.8262	-3.8160	-1.0862	1.3901	2.2901	-9.9658	4.0242	-0.9971	-0.3201	-9.9658	-6.5064	5.4420	-3.8160	-1.7322	2.2693	-5.5735	0.9191	3.8013	-0.0277	-5.5735	-5.5735	4.2646	6.8674	-9.9658	2.9128	-3.1714
TCGA-FG-8187-01	Central Nervous	TCGA-FG-8187-01	-9.9658	-2.7274	-1.3548	-2.8262	5.3893	2.9128	2.9747	-9.9658	4.2173	-1.5522	-1.0559	-9.9658	-9.9658	6.0934	-4.0350	-2.2447	2.8096	-4.2934	1.5998	3.4116	-0.4719	-9.9658	-5.5735	5.2118	6.4067	-9.9658	3.0446	-5.0116
TCGA-DU-5853-01	Central Nervous	TCGA-DU-5853-01	-9.9658	-4.2934	-1.6850	-2.7274	4.3527	3.1829	3.1813	-9.9658	4.2847	-1.3548	-2.8262	-5.5735	-9.9658	4.3660	-5.0116	-3.3076	3.3675	-0.8339	1.3623	4.3133	-2.1140	-6.5064	-4.6082	5.5361	5.9465	-9.9658	3.4609	-2.9324
TCGA-E1-A7YM-01	Central Nervous	TCGA-E1-A7YM-01	-9.9658	-9.9658	-2.3884	-5.5735	-0.9132	2.7183	4.1228	-9.9658	4.0462	-1.4305	3.7149	-9.9658	-5.5735	6.5842	-4.2934	-1.9942	1.9188	-0.4131	0.8408	1.2875	0.6608	-5.5735	-4.6082	5.4403	5.9350	-4.6082	2.7551	-5.5735
TCGA-DB-A64P-01	Central Nervous	TCGA-DB-A64P-01	-9.9658	-5.5735	-0.8599	-2.1140	2.5087	2.5876	2.5658	-9.9658	3.9242	-3.0469	0.1124	-9.9658	-5.0116	3.5863	-9.9658	-2.1779	2.7051	2.7805	1.5366	4.3335	-6.5064	-6.5064	-6.5064	3.3192	6.1252	-9.9658	3.7593	-5.0116
TCGA-DB-5273-01	Central Nervous	TCGA-DB-5273-01	-9.9658	-5.5735	-1.2481	-2.9324	2.4701	3.5498	3.4224	-9.9658	3.8085	-3.8160	-2.1779	-9.9658	-4.0350	3.7105	-9.9658	-3.1714	2.6255	-1.9379	0.9038	3.7017	-4.0350	-9.9658	-9.9658	4.8679	6.9992	-5.5735	3.5523	-3.4580
TCGA-HT-7603-01	Central Nervous	TCGA-HT-7603-01	-9.9658	-9.9658	-1.3183	-2.6349	0.1257	1.6140	4.0892	-9.9658	3.5324	-2.8262	-1.0559	-9.9658	-2.6349	4.7022	-0.3752	-2.9324	2.4985	-5.0116	0.4233	2.1862	-0.5543	-9.9658	-5.5735	4.4377	5.6174	-9.9658	3.3105	-4.6082
TCGA-DU-7292-01	Central Nervous	TCGA-DU-7292-01	-9.9658	-9.9658	-1.3548	-2.1779	1.4756	3.3206	5.7277	-9.9658	4.2204	-2.0529	5.5463	-5.5735	-1.2481	4.3335	-1.1811	-1.4699	2.4753	1.0983	1.8564	3.1377	0.4447	-6.5064	-5.5735	4.8871	5.9644	-2.9324	3.4291	-3.8160
TCGA-S9-A6TS-01	Central Nervous	TCGA-S9-A6TS-01	-9.9658	-5.5735	-1.6394	-3.0469	0.9716	3.1701	3.5803	-9.9658	3.6042	-2.3884	0.6239	-9.9658	-3.6259	5.1318	-2.8262	-4.0350	2.4908	-2.0529	1.3846	3.5022	-2.6349	-5.5735	-9.9658	3.7050	5.9955	-6.5064	3.0163	-2.5479
TCGA-DU-A6S3-01	Central Nervous	TCGA-DU-A6S3-01	-9.9658	-9.9658	0.2998	-5.5735	1.7316	0.8082	5.9670	-9.9658	3.0808	-2.7274	4.4410	-9.9658	-4.0350	3.8147	-1.9942	-2.2447	2.0604	-6.5064	0.9935	4.5442	-2.7274	-9.9658	-9.9658	3.4102	5.2180	-9.9658	2.4386	-3.1714
TCGA-DB-A75O-01	Central Nervous	TCGA-DB-A75O-01	-9.9658	-4.0350	-1.6394	-3.3076	1.8762	3.0038	2.7805	-9.9658	3.6018	-3.3076	2.8321	-9.9658	-3.8160	4.2335	-9.9658	-3.8160	1.5854	-2.7274	1.5612	2.5437	1.3567	-9.9658	-5.0116	5.1607	7.4069	-9.9658	2.8994	-4.6082
TCGA-TM-A84J-01	Central Nervous	TCGA-TM-A84J-01	-9.9658	-9.9658	-0.8863	0.4967	3.9194	2.0878	5.1375	-9.9658	4.3342	-0.7834	2.0569	-5.0116	-6.5064	8.6569	-4.6082	-5.0116	4.2766	-4.2934	1.8201	6.2763	-1.8314	-5.0116	-9.9658	3.6600	6.6091	-3.4580	3.2328	-3.3076
TCGA-HT-7877-01	Central Nervous	TCGA-HT-7877-01	-9.9658	-5.5735	-1.1488	-3.8160	1.6695	2.3193	4.8807	-6.5064	4.1203	-1.3548	2.1541	-9.9658	-6.5064	4.5976	-1.8836	-1.7322	3.6883	-2.8262	2.6371	4.9617	-0.6193	-5.5735	-6.5064	4.9566	6.2550	-5.0116	3.3506	-4.2934
TCGA-S9-A6TZ-01	Central Nervous	TCGA-S9-A6TZ-01	-9.9658	-1.6850	-1.7322	-5.0116	3.1717	4.0807	3.4868	-9.9658	4.5820	-0.3752	0.6699	-9.9658	-3.3076	4.6691	-9.9658	-2.5479	4.2781	-2.4659	2.3592	4.7093	-3.3076	-9.9658	-5.0116	5.2854	7.9406	-2.9324	3.6600	-4.0350
TCGA-DU-6407-01	Central Nervous	TCGA-DU-6407-01	-9.9658	-5.5735	-2.3884	-3.8160	2.6940	3.0619	2.7205	-9.9658	4.2995	-4.2934	-0.0425	-9.9658	-1.8314	4.2892	-4.2934	-1.4699	3.1620	-2.8262	1.5563	4.4810	-3.4580	-9.9658	-6.5064	4.9805	5.8931	-9.9658	3.3032	-4.2934
TCGA-DU-8167-01	Central Nervous	TCGA-DU-8167-01	-9.9658	-5.0116	0.1648	-2.9324	5.3537	2.9544	3.3675	-9.9658	4.1716	-3.1714	-1.9942	-9.9658	-3.8160	5.4307	-5.5735	-3.1714	2.1444	-0.9132	1.6830	4.0019	-1.3183	-9.9658	-6.5064	4.4732	6.0583	-9.9658	2.9338	-3.6259
TCGA-HT-8108-01	Central Nervous	TCGA-HT-8108-01	-9.9658	-9.9658	-2.3147	-3.4580	0.6332	3.2766	3.4609	-9.9658	4.3730	-0.7588	-3.1714	-9.9658	-6.5064	3.0876	-5.0116	-2.5479	3.8208	-1.5951	2.1509	4.5355	-2.8262	-9.9658	-6.5064	5.3202	7.8393	-9.9658	3.4894	-4.6082
TCGA-QH-A65R-01	Central Nervous	TCGA-QH-A65R-01	-9.9658	-9.9658	-0.1031	-3.0469	5.0756	1.4756	1.5854	-9.9658	3.3925	-2.8262	-0.5756	-9.9658	-4.6082	-0.8084	-5.0116	-2.1140	1.7097	-2.4659	1.6604	3.6324	-1.5951	-5.5735	-6.5064	2.8760	5.1211	-9.9658	3.0110	-4.6082
TCGA-TQ-A7RV-01	Central Nervous	TCGA-TQ-A7RV-01	-9.9658	-9.9658	-2.0529	-2.6349	0.0990	2.4753	2.8582	-9.9658	3.6714	-1.2828	-0.7588	-5.5735	-5.0116	4.0462	-3.1714	-2.4659	2.8641	-1.0862	1.6187	3.9938	-3.0469	-9.9658	-9.9658	4.8910	6.6008	-9.9658	3.2359	-4.6082
TCGA-CS-4943-01	Central Nervous	TCGA-CS-4943-01	-9.9658	-6.5064	-2.1140	-2.6349	2.6738	2.3280	2.3843	-9.9658	3.5827	-2.4659	-1.3548	-9.9658	-6.5064	2.7401	-4.0350	-3.6259	3.5669	-1.9942	0.8961	4.8274	-3.4580	-6.5064	-9.9658	4.9327	5.5626	-9.9658	2.6418	-2.9324
TCGA-FG-A60L-01	Central Nervous	TCGA-FG-A60L-01	-9.9658	-9.9658	-3.8160	-3.3076	2.1509	2.3308	3.1556	-5.5735	2.8740	-5.5735	-0.8863	-9.9658	-4.0350	4.5236	-6.5064	-2.3884	1.0151	-0.7346	-0.1665	2.6984	-3.3076	-6.5064	-6.5064	3.0961	6.4376	-9.9658	1.9822	-9.9658
TCGA-CS-6670-01	Central Nervous	TCGA-CS-6670-01	-9.9658	-2.8262	-0.7108	-3.4580	2.0979	2.3926	5.5687	-6.5064	4.0392	-2.8262	3.2766	-9.9658	-5.0116	3.3938	-3.0469	-3.4580	2.7889	-3.0469	1.6740	4.3889	0.0990	-9.9658	-6.5064	4.6341	6.0689	-9.9658	3.2737	-5.0116
TCGA-P5-A72Z-01	Central Nervous	TCGA-P5-A72Z-01	-9.9658	-9.9658	0.8805	-5.0116	-0.0425	1.8323	4.7236	-9.9658	3.9099	-1.5105	0.1124	-9.9658	-9.9658	9.2530	-9.9658	-2.5479	2.8321	-5.0116	1.6045	6.6626	-9.9658	-9.9658	-9.9658	1.5514	6.2681	-9.9658	3.3003	-3.0469
TCGA-R8-A6ML-01	Central Nervous	TCGA-R8-A6ML-01	-9.9658	-5.0116	-2.1779	-3.8160	2.2175	1.9415	6.6134	-5.0116	3.9506	-1.4305	5.4115	-9.9658	-9.9658	3.8650	-9.9658	-2.1140	3.3787	-5.5735	1.7912	4.7704	-2.6349	-6.5064	-9.9658	3.8360	6.8378	-9.9658	3.3134	-3.1714
TCGA-S9-A7IZ-01	Central Nervous	TCGA-S9-A7IZ-01	-9.9658	-9.9658	-1.4699	-3.4580	3.2018	3.3379	3.1860	-6.5064	3.6359	-1.6394	-0.8599	-9.9658	-3.0469	1.6649	-3.1714	-3.0469	2.4727	-4.0350	1.3283	3.3192	-1.0262	-9.9658	-5.0116	4.9919	6.5137	-5.0116	3.2811	-2.9324
TCGA-TM-A84M-01	Central Nervous	TCGA-TM-A84M-01	-9.9658	-9.9658	-0.8599	-3.4580	6.3286	1.2756	4.0985	-9.9658	4.1294	-0.2498	1.0222	-9.9658	-4.6082	4.4095	-9.9658	-0.9686	4.0260	-2.8262	0.5470	5.9862	-5.5735	-5.5735	-5.5735	4.1161	6.4463	-9.9658	3.6254	-4.2934
TCGA-FG-A87Q-01	Central Nervous	TCGA-FG-A87Q-01	-9.9658	-9.9658	0.0854	-5.0116	3.0358	3.8621	4.6657	-9.9658	4.3992	-1.2481	4.0850	-9.9658	-5.5735	5.9105	-9.9658	-3.4580	1.3283	-1.2828	1.6045	3.3134	1.3340	-6.5064	-6.5064	5.0635	7.1958	-9.9658	2.7292	-2.1140
TCGA-DB-A4XG-01	Central Nervous	TCGA-DB-A4XG-01	-9.9658	-5.5735	-1.5105	-4.2934	0.8568	2.5011	5.1019	-9.9658	4.3406	-1.0862	1.3397	-9.9658	-4.6082	0.7493	-2.3884	-2.5479	4.0064	-3.3076	1.4600	4.7672	-1.5105	-9.9658	-9.9658	3.4843	6.0917	-3.6259	3.9599	-5.0116
TCGA-TM-A7CF-01	Central Nervous	TCGA-TM-A7CF-01	-9.9658	-9.9658	-0.3201	-3.8160	1.5465	1.7229	3.5791	-9.9658	3.0740	-1.3183	-0.6416	-9.9658	-2.4659	3.1717	-1.7322	-3.0469	2.4252	-3.0469	0.7999	3.1572	-1.4699	-6.5064	-5.5735	5.1244	5.6730	-2.8262	2.9618	-6.5064
TCGA-WY-A859-01	Central Nervous	TCGA-WY-A859-01	-9.9658	-9.9658	-0.8084	-3.0469	2.7161	0.9419	4.2721	-9.9658	3.5086	-1.3921	0.2762	-9.9658	-2.6349	4.2173	-0.3940	-2.2447	2.7379	-1.9942	0.5859	3.4700	-0.9406	-4.6082	-4.0350	3.9755	5.8553	-6.5064	3.5718	-2.1140
TCGA-E1-5318-01	Central Nervous	TCGA-E1-5318-01	-9.9658	-9.9658	0.6145	-3.4580	-1.3183	2.9338	6.8892	-9.9658	4.6259	-2.9324	4.8968	-9.9658	-1.5522	-1.0559	-9.9658	-2.0529	4.3779	-2.8262	3.5982	6.7678	-5.5735	-9.9658	-9.9658	2.0500	5.7301	-9.9658	3.3017	-4.6082
TCGA-S9-A7QZ-01	Central Nervous	TCGA-S9-A7QZ-01	-9.9658	-9.9658	-1.0262	-2.7274	0.1257	1.3846	6.3212	-9.9658	3.9308	-0.3201	4.6994	-9.9658	-2.7274	3.2496	-2.9324	-0.8084	3.5584	-3.0469	2.0535	5.0661	0.5568	-3.8160	-4.6082	3.7269	5.6320	-9.9658	3.4007	-1.8836
TCGA-DB-A75M-01	Central Nervous	TCGA-DB-A75M-01	-9.9658	-4.2934	-0.0725	-3.0469	1.1250	2.6850	2.3953	-9.9658	3.6312	-1.6850	-1.2142	-9.9658	-5.5735	4.2304	-9.9658	-2.4659	2.1798	-0.8084	0.4340	3.0323	-2.7274	-5.5735	-6.5064	5.4463	6.4845	-9.9658	2.8641	-3.6259
